,x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV,level of impact,level of uncertainity,distance in miles,Address
787,-2.2343081,53.4870337,-4.501975536633482e+18,437,0,2,1,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,6.604144398543823,"Marshall Street, New Cross, Strangeways, Manchester, Greater Manchester, England, M4 5EL, United Kingdom"
788,-2.234318,53.4888314,6.263959909779195e+18,184,0,2,0,0,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,6.712574185699866,"Naples Street, Central Retail District, Strangeways, Manchester, Greater Manchester, England, M4 4HG, United Kingdom"
789,-2.206993,53.4484338,-1.7503866185823337e+18,84,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.96828237770887,"Birchfields Road, Victoria Park, Longsight, Manchester, Greater Manchester, England, M13 0XB, United Kingdom"
790,-2.2070981,53.470006,2.6198409018401213e+18,91,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.857231419829936,"Anthony Close, Beswick, Manchester, Greater Manchester, England, M12 5ED, United Kingdom"
791,-2.2071025,53.4709048,4.855360727752098e+18,117,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,6.898761461094509,"Anthony Close, Beswick, Manchester, Greater Manchester, England, M12 5EJ, United Kingdom"
792,-2.2071419,53.4789944,-7.725416258456744e+18,117,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,7.285704284803934,"11, Burbridge Close, Beswick, Manchester, Greater Manchester, England, M11 3DW, United Kingdom"
793,-2.2357553,53.4762447,5.82752503702312e+18,74,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.910859369571143,"34, Whitworth Street, Civic Quarter, City Centre, Manchester, Greater Manchester, England, M1 3HB, United Kingdom"
794,-2.2358201,53.4879296,4.876179982412841e+18,211,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,6.608573930296577,"Ludgate Street, Central Retail District, Strangeways, Manchester, Greater Manchester, England, M4 4BJ, United Kingdom"
795,-2.2359,53.5023109,9.007601705938242e+18,158,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.497379923936707,"Cheetham Hill Road, Cheetham Hill, Manchester, Greater Manchester, England, M8 8UG, United Kingdom"
796,-2.2324176,53.4169271,2.6325410282873574e+18,124,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,3.466437620565416,"Davenfield Grove, Didsbury, Manchester, Greater Manchester, England, M20 6UA, United Kingdom"
797,-2.2325207,53.4358029,2.8844374619500355e+18,92,1,2,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,4.012148982260779,"25, St Brendan's Road North, Withington, Manchester, Greater Manchester, England, M20 3FE, United Kingdom"
798,-2.2326091,53.451982,7.561456141671546e+18,165,0,2,3,1,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,higher impacted area,highest uncertainity,4.722166056609281,"Fallowfield Triangle, Moss Side, Manchester, Greater Manchester, England, M14 7GT, United Kingdom"
799,-2.232737,53.4753518,8.698214518056465e+18,9,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.971771731120405,"Altrincham Street, City Centre, Manchester, Greater Manchester, England, M1 7JR, United Kingdom"
800,-2.2327617,53.479846,7.782872228309411e+18,104,0,0,1,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,6.231273593859743,"Back Piccadilly, Piccadilly, City Centre, Manchester, Greater Manchester, England, M1 2AY, United Kingdom"
801,-2.2327715,53.4816437,-1.2898966581039014e+18,43,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.336357139220357,"Bradleys House, Newton Street, Northern Quarter, City Centre, Manchester, Greater Manchester, England, M1 1FT, United Kingdom"
802,-2.2328504,53.496025,-6.137058870410934e+18,58,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.198837340270062,"28 Fairholme, Collingham Street, Fairholme Caravan Site, Cheetham Hill, Manchester, Greater Manchester, England, M8 8RQ, United Kingdom"
803,-2.0957998,53.5492451,6.903457098225485e+18,70,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,16.26795630918059,"18, London Road, Derker, Royton, Oldham, Greater Manchester, England, OL1 4BJ, United Kingdom"
804,-2.2340457,53.4393953,-4.95515451209753e+18,84,2,1,2,1,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975,higher impacted area,least uncertainity,4.071467630604892,"Delacourt Road, Withington, Manchester, Greater Manchester, England, M14 6BT, United Kingdom"
805,-2.2340506,53.4402941,3.949365792641314e+18,110,0,1,2,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,4.109349605301111,"Victoria Road, Ladybarn, Withington, Manchester, Greater Manchester, England, M14 6AX, United Kingdom"
806,-2.2340852,53.446586,4.895843668546739e+18,67,2,1,2,2,1.75,0.25,0.5,0.142857142857143,0.285714285714286,higher impacted area,least uncertainity,4.389956823845018,"Hart Road, Whitmore Road, Fallowfield Triangle, Fallowfield, Manchester, Greater Manchester, England, M14 7AE, United Kingdom"
807,-2.23411,53.4510802,-3.2295915347403325e+18,113,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,4.605028464240402,"St. Edwards Road, Fallowfield Triangle, Moss Side, Manchester, Greater Manchester, England, M14 7TH, United Kingdom"
808,-2.2341595,53.4600686,-3.0704177185675494e+17,36,1,2,1,1,1.25,0.25,0.5,0.2,0.4,higher impacted area,least uncertainity,5.064890776392164,"Manchester Academy, Moss Lane East, Victoria Park, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M14 4PX, United Kingdom"
809,-2.2310447,53.4411988,-2.8587940880313626e+18,57,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.311815328163924,"Fallowfield Loop, Fallowfield Triangle, Fallowfield, Manchester, Greater Manchester, England, M21 7TE, United Kingdom"
810,-2.2310887,53.4492884,6.40957110140114e+18,82,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,4.668639114628779,"206, Platt Lane, Fallowfield Triangle, Rusholme, Manchester, Greater Manchester, England, M14 5XE, United Kingdom"
811,-2.2310936,53.4501873,2.3847882530113367e+18,229,1,2,3,2,2.0,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863,highest contaminated zone,least uncertainity,4.710708043723699,"34, Worthing Street, Fallowfield Triangle, Fallowfield, Manchester, Greater Manchester, England, M14 7PR, United Kingdom"
812,-2.2311326,53.457378,6.030006341259377e+18,91,1,0,1,2,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,5.062069939056138,"Roberts Avenue, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M14 4DA, United Kingdom"
813,-2.2055177,53.4547283,8.628232430165908e+18,129,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.289634534277952,"5,7, Birch Hall Lane, Victoria Park, Longsight, Manchester, Greater Manchester, England, M13 0XZ, United Kingdom"
814,-2.2055656,53.4646155,1.0318086833648728e+18,24,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.695307798349159,"New Bank Street, Belle Vue, Longsight, Manchester, Greater Manchester, England, M12 4TN, United Kingdom"
815,-2.2056308,53.4780981,6.27178665691744e+18,31,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.315212169969153,"Ashbury Meadow Primary School, Burbridge Close, Beswick, Manchester, Greater Manchester, England, M11 3WH, United Kingdom"
816,-2.2056395,53.4798958,3.648254930983343e+18,69,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.402790004937129,"2B, Albert Street, Beswick, Manchester, Greater Manchester, England, M11 3AU, United Kingdom"
817,-2.2056482,53.4816935,-9.022989366995021e+18,51,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.491400398080284,"Ashton New Road/Darley Street, Ashton New Road, Bradford, Manchester, Greater Manchester, England, M11 3HY, United Kingdom"
818,-2.2058225,53.5176469,-8.326518022956952e+18,54,0,0,0,2,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,9.433226690920542,"Glen Avenue, Harpurhey, Manchester, Greater Manchester, England, M9 4EE, United Kingdom"
819,-2.2295296,53.4394041,6.122591556227568e+18,127,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,4.323261906261175,"Leighbrook Road, Withington, Manchester, Greater Manchester, England, M14 6BG, United Kingdom"
820,-2.2296169,53.4555832,7.40047637378355e+18,114,0,0,2,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,5.044359694602292,"28-36, Whickham Close, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M14 4HX, United Kingdom"
821,-2.2296461,53.4609762,-9.140959868106436e+18,44,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,5.315233073576506,"University of Manchester, Oxford Road, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9PL, United Kingdom"
822,-2.2296606,53.4636728,-5.798361391974393e+18,96,1,1,1,1,1.0,0.0,0.0,0.0,0.0,higher impacted area,least uncertainity,5.455167663789307,"University of Manchester, Oxford Road, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9PL, United Kingdom"
823,-2.2296995,53.4708635,-6.995032583237356e+18,142,1,3,1,0,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943,higher impacted area,highest uncertainity,5.840939367331659,"Deanwater Close, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9LD, United Kingdom"
824,-2.2040464,53.4619216,3.76124719494782e+18,85,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.662701386711224,"Rona Close, Longsight, Manchester, Greater Manchester, England, M12 4RE, United Kingdom"
825,-2.2041197,53.4772019,8.927954306389396e+18,67,0,0,2,0,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,7.3466114945315555,"4, Dunsop Avenue, Beswick, Manchester, Greater Manchester, England, M11 3DT, United Kingdom"
826,-2.2041802,53.4897856,8.683942756736134e+18,58,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,7.970836714513099,"Bradford Road, Miles Platting, Manchester, Greater Manchester, England, M40 7EZ, United Kingdom"
827,-2.2042754,53.50956,2.452332087053448e+18,207,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,9.033795295182031,"Lila Street, Harpurhey, Manchester, Greater Manchester, England, M9 4NN, United Kingdom"
828,-2.2042927,53.5131553,8.148386080274814e+18,50,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.235601174436741,"Ashley Lane, Harpurhey, Manchester, Greater Manchester, England, M9 4WR, United Kingdom"
829,-2.2324961,53.4313086,4.5713152708177976e+18,87,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,3.84935799884571,"Palatine Avenue, Withington, Manchester, Greater Manchester, England, M20 3DQ, United Kingdom"
830,-2.232501,53.4322075,-8.815377288070087e+18,148,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,3.8804804941855835,"Barnett Avenue, Withington, Manchester, Greater Manchester, England, M20 3FA, United Kingdom"
831,-2.2325256,53.4367017,-7.442163478538897e+18,66,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.04677567218897,"13, Heswall Avenue, Withington, Manchester, Greater Manchester, England, M20 3ER, United Kingdom"
832,-2.2326239,53.4546785,-8.559087933587131e+18,161,3,2,1,1,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193,higher impacted area,least uncertainity,4.855410730228914,"Leslie Street, Moss Side, Manchester, Greater Manchester, England, M14 7NE, United Kingdom"
833,-2.2326337,53.4564762,8.863649986182614e+18,206,4,3,3,3,3.25,0.25,0.5,0.0769230769230769,0.153846153846154,highest contaminated zone,least uncertainity,4.946144423047435,"Ruskin Avenue, Moss Side, Manchester, Greater Manchester, England, M14 4DH, United Kingdom"
834,-2.2280532,53.4448,-5.60040397992344e+18,28,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.627375807894291,"177, Hart Road, Fallowfield Triangle, Fallowfield, Manchester, Greater Manchester, England, M14 7SD, United Kingdom"
835,-2.2280965,53.4528896,1.773356554004436e+17,76,0,1,1,2,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,higher impacted area,moderate uncertainity,4.989375408114524,"Union Street, Fallowfield Triangle, Rusholme, Manchester, Greater Manchester, England, M14 5WN, United Kingdom"
836,-2.2281014,53.4537884,-7.411645921933659e+18,132,3,3,2,0,2.0,2.0,1.4142135623731,1.0,0.707106781186548,highest contaminated zone,highest uncertainity,5.031810647836662,"Ellanby Close, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5XJ, United Kingdom"
837,-2.2281882,53.4699675,-5.869094531825753e+18,117,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,5.855914108466757,"Mawson Road, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9UL, United Kingdom"
838,-2.2282365,53.4789559,2.697140009045276e+17,145,2,1,0,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,6.352540551194836,"Store Street, Piccadilly, City Centre, Manchester, Greater Manchester, England, M1 2WA, United Kingdom"
839,-2.2310154,53.4358058,5.808039049211021e+18,158,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,4.0990315406956945,"28, Hazelbank Avenue, Withington, Manchester, Greater Manchester, England, M20 3ES, United Kingdom"
840,-2.2026002,53.4745079,8.833489052558032e+18,59,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.296234795895592,"Ashton Old Road, Beswick, Manchester, Greater Manchester, England, M11 2DU, United Kingdom"
841,-2.2026131,53.4772044,-1.702604220699597e+18,148,2,2,0,1,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,higher impacted area,moderate uncertainity,7.42209287833224,"16, Bingley Close, Beswick, Manchester, Greater Manchester, England, M11 3RF, United Kingdom"
842,-2.2028062,53.517652,-6.669957977470405e+17,35,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.549470744113293,"Glen Avenue, Harpurhey, Manchester, Greater Manchester, England, M9 4EE, United Kingdom"
843,-2.2295393,53.4412017,1.0980984397822184e+18,57,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.395211596677101,"Fallowfield Loop, Fallowfield Triangle, Fallowfield, Manchester, Greater Manchester, England, M21 7TE, United Kingdom"
844,-2.2266099,53.4564878,6.184807769558372e+18,169,0,1,3,0,1.0,2.0,1.4142135623731,2.0,1.4142135623731,higher impacted area,highest uncertainity,5.235475301006456,"Londis, 16, Wilmslow Road, Curry Mile, Rusholme, Manchester, Greater Manchester, England, M14 5TP, United Kingdom"
845,-2.2266578,53.4654762,7.65345147602568e+18,19,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,5.684865612176263,"Plymouth Grove, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9PJ, United Kingdom"
846,-2.2266674,53.4672739,2.634849316605727e+18,129,2,1,0,3,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,higher impacted area,highest uncertainity,5.778548515764871,"Kincardine Road, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9RZ, United Kingdom"
847,-2.226677,53.4690715,8.011629884753149e+18,46,3,0,0,0,0.75,2.25,1.5,3.0,2.0,higher impacted area,very unlikely,5.873354688984936,"Hartfield Close, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9SX, United Kingdom"
848,-2.226869,53.505025,4.140005059668928e+18,42,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.9410558738428385,"Cheetham Hill, Manchester, Greater Manchester, England, M8 0QL, United Kingdom"
849,-2.2295781,53.4483925,-1.482347319151264e+18,8,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.704814330232669,"Platt Lane Sports Complex, Platt Lane, Fallowfield Triangle, Rusholme, Manchester, Greater Manchester, England, M14 5XE, United Kingdom"
850,-2.2295927,53.451089,-8.88171850940234e+18,248,1,2,4,4,2.75,2.25,1.5,0.818181818181818,0.545454545454545,highest contaminated zone,moderate uncertainity,4.828958492732574,"29, Wincombe Street, Fallowfield Triangle, Fallowfield, Manchester, Greater Manchester, England, M14 7PJ, United Kingdom"
851,-2.2295975,53.4519878,-7.753917085178903e+18,90,0,1,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,4.871219756183341,"Heald Place Primary School, Heald Place, Fallowfield Triangle, Rusholme, Manchester, Greater Manchester, England, M14 7PN, United Kingdom"
852,-2.2296509,53.4618751,1.1578165740235722e+18,45,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.361568688760507,"Thorncliffe House, Oxford Road, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9NG, United Kingdom"
853,-2.2296946,53.4699646,2.52940511250301e+18,54,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.79179414426957,"Mawson Road, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9HG, United Kingdom"
854,-2.2297092,53.4726611,-3.3714351170142234e+18,66,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.939948255820458,"Lockton Close, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M1 7JP, United Kingdom"
855,-2.2298794,53.5041204,7.533733665224826e+18,56,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.789921812887548,"Smedley Lane, Cheetham Hill, Manchester, Greater Manchester, England, M8 8XG, United Kingdom"
856,-2.2010936,53.4745105,-1.120776233137655e+18,94,1,1,1,3,1.5,1.0,1.0,0.666666666666667,0.666666666666667,higher impacted area,moderate uncertainity,7.373714374018004,"427, Ashton Old Road, Beswick, Manchester, Greater Manchester, England, M11 2DL, United Kingdom"
857,-2.2012682,53.5113628,-6.355666330045587e+18,115,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,9.256771117245975,"Leywell Road, Harpurhey, Manchester, Greater Manchester, England, M9 4QR, United Kingdom"
858,-2.2249945,53.4358173,6.287170240384634e+18,114,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.453885560601109,"Wilmslow Road, Withington, Manchester, Greater Manchester, England, M20 4AE, United Kingdom"
859,-2.2250801,53.4519964,-1.6552274621105073e+18,126,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,5.102548206739576,"Stenbury Close, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5WY, United Kingdom"
860,-2.2251087,53.4573895,4.0554221848593495e+18,152,3,2,2,5,3.0,2.0,1.4142135623731,0.666666666666667,0.471404520791032,highest contaminated zone,moderate uncertainity,5.353209004254369,"22, Banff Road, Curry Mile, Rusholme, Manchester, Greater Manchester, England, M14 5TA, United Kingdom"
861,-2.2251134,53.4582883,4.226395756200804e+18,266,5,6,4,1,4.0,4.66666666666667,2.16024689946929,1.16666666666667,0.540061724867322,highest contaminated zone,highest uncertainity,5.3963526462475055,"Oxford Place, Victoria Park, Rusholme, Manchester, Greater Manchester, England, M14 5RZ, United Kingdom"
862,-2.2255094,53.5328916,-8.139668355997371e+18,94,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.719130546944411,"Kingsmead Mews, Higher Blackley, Manchester, Greater Manchester, England, M9 0RT, United Kingdom"
863,-2.2281737,53.467271,-5.764838642910792e+18,70,1,2,0,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,higher impacted area,moderate uncertainity,5.7116569687192165,"Glenbarry Close, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9SY, United Kingdom"
864,-2.2281834,53.4690687,-3.734600897113524e+18,84,0,0,1,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,5.807563801640942,"Rudcroft Close, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9XT, United Kingdom"
865,-2.2281979,53.4717652,4.744955593011839e+18,12,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.953378425065366,"Tyrewyse, 8-10, Kale Street, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9XG, United Kingdom"
866,-2.2282123,53.4744617,-8.124609231267766e+18,342,2,2,1,3,2.0,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863,highest contaminated zone,least uncertainity,6.101393271987076,"Mill Point, 29, Berry Street, City Centre, Manchester, Greater Manchester, England, M1 2AR, United Kingdom"
867,-2.2283815,53.5059209,-1.3065875174551555e+18,40,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.947634625616968,"Smedley Lane, Cheetham Hill, Manchester, Greater Manchester, England, M9 5SU, United Kingdom"
868,-2.2235696,53.4511004,3.5039523416587464e+18,16,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.141839931142593,"34, Platt Lane, Fallowfield Triangle, Rusholme, Manchester, Greater Manchester, England, M14 5XE, United Kingdom"
869,-2.2235791,53.4528981,2.2415972253656653e+18,55,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,5.221671312553539,"497, Claremont Road, Curry Mile, Rusholme, Manchester, Greater Manchester, England, M14 5WU, United Kingdom"
870,-2.2235838,53.453797,2.993541090459808e+18,114,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.262235523424755,"Restaurant Nur Malaysia, 177, Wilmslow Road, Curry Mile, Rusholme, Manchester, Greater Manchester, England, M14 5AP, United Kingdom"
871,-2.2236405,53.464583,-6.188713244913252e+18,21,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.7788054894765954,"Plymouth Grove Chinese Restaurant, 65, Plymouth Grove, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9LU, United Kingdom"
872,-2.2236594,53.4681784,7.731866902365526e+18,84,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.961732472941746,"Bramwell Drive, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9RR, United Kingdom"
873,-2.2237399,53.4834586,-3.222050752897851e+18,50,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,6.78560108993642,"2, Keepers Quay, New Islington, Miles Platting, Manchester, Greater Manchester, England, M4 6JL, United Kingdom"
874,-2.2265141,53.438511,4.59579124626398e+17,23,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.461595662575739,"Withington Girls' School, Wellington Road, Ladybarn, Fallowfield, Manchester, Greater Manchester, England, M14 6BL, United Kingdom"
875,-2.2266626,53.466375,-2.5481763134112285e+17,139,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,5.731559897110888,"Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9SW, United Kingdom"
876,-2.2269555,53.5212039,6.607544548827356e+18,5,1,0,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,8.940604963224906,"Blackley, Manchester, Greater Manchester, England, M9 8GQ, United Kingdom"
877,-2.199549,53.4664234,4.0027866893688934e+18,100,2,0,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,higher impacted area,highest uncertainity,7.09849600612553,"Donnison Street, Belle Vue, Longsight, Manchester, Greater Manchester, England, M12 5EB, United Kingdom"
878,-2.1997519,53.5095676,4.668497594783931e+18,176,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,higher impacted area,least uncertainity,9.220488180368442,"Lily Lane, Moston, Manchester, Greater Manchester, England, M9 4NR, United Kingdom"
879,-2.1997815,53.5158594,9.021919956313123e+18,64,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,9.568177181265746,"Lordship Close, Harpurhey, Manchester, Greater Manchester, England, M9 4FX, United Kingdom"
880,-2.1998747,53.5356337,-9.115129979977745e+18,29,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,10.70224135635211,"Worcester Road, Middleton, Rochdale, Greater Manchester, England, M24 1NX, United Kingdom"
881,-2.0866945,53.5249836,-1.3683818622229903e+18,74,0,0,0,1,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,15.81759227262097,"Lawn Close, Alt, Lees, Oldham, Greater Manchester, England, OL8 2HB, United Kingdom"
882,-2.2221249,53.4627882,4.832230309919731e+18,12,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,5.7620043843859055,"Swinton Grove, Victoria Park, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 0FU, United Kingdom"
883,-2.2222612,53.4888545,4.51808747188895e+18,166,0,0,1,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,7.149508075177252,"Oldham Road, Collyhurst, Manchester, Greater Manchester, England, M40 7QW, United Kingdom"
884,-2.2222753,53.491551,-5.202566474848383e+18,38,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,moderately impacted area,moderate uncertainity,7.303314676737594,"Elmham Walk, Collyhurst, Manchester, Greater Manchester, England, M40 7UJ, United Kingdom"
885,-2.1982734,53.515862,7.624819103429313e+18,66,2,0,0,0,0.5,1.0,1.0,2.0,2.0,moderately impacted area,highest uncertainity,9.629611895301357,"On Sweets, 2, Merville Avenue, Harpurhey, Manchester, Greater Manchester, England, M40 9NZ, United Kingdom"
886,-2.2205115,53.4421176,-4.399336399903677e+18,141,0,1,0,0,0.25,0.25,0.5,1.0,2.0,slightly impacted area,highest uncertainity,4.945102562126207,"5, Scargill Close, Fallowfield, Manchester, Greater Manchester, England, M14 6ER, United Kingdom"
